,0 1
2141,372 431
2142,372 594
2143,372 70
2144,137 92
2145,58 54
2146,45 269
2147,447 269
2148,251 23
2149,108 509
2150,593 51
2151,424 212
2152,486 183
2153,67 66
2154,169 114
2155,448 269
2156,17 42
2157,169 363
2158,589 282
2159,338 337
2160,169 165
2161,115 5
2162,196 218
2163,45 45
2164,280 53
2165,74 188
2166,129 256
2167,424 82
2168,424 121
2169,129 486
2170,23 251
2171,41 28
2172,41 280
2173,41 133
2174,41 114
2175,41 123
2176,41 165
2177,41 483
2178,41 169
2179,314 317
2180,0 316
2181,357 356
2182,61 213
2183,218 95
2184,76 417
2185,86 68
2186,438 32
2187,170 169
2188,474 258
2189,87 131
2190,79 79
2191,339 455
2192,473 189
2193,42 17
2194,486 129
2195,183 486
2196,226 459
2197,25 438
2198,335 164
2199,160 106
2200,157 379
2201,157 376
2202,157 5
2203,157 397
2204,385 385
2205,417 76
2206,142 450
2207,231 231
2208,416 327
2209,82 183
2210,82 285
2211,82 234
2212,82 211
2213,82 552
2214,181 321
2215,14 103
2216,14 380
2217,14 389
2218,14 537
2219,14 526
2220,14 61
2221,14 85
2222,14 53
2223,14 394
2224,14 221
2225,14 312
2226,14 18
2227,14 178
2228,14 403
2229,14 486
2230,591 96
2231,133 41
2232,15 62
2233,32 438
2234,461 272
2235,62 28
2236,156 179
2237,482 74
2238,74 482
2239,282 559
2240,95 218
2241,267 267
2242,371 495
2243,183 88
2244,183 63
2245,236 159
2246,189 473
2247,362 441
2248,180 346
2249,180 214
2250,180 148
2251,180 351
2252,419 450
2253,49 71
2254,592 269
2255,430 62
2256,41 136
2257,334 15
2258,334 269
2259,90 474
2260,438 25
2261,139 269
2262,438 30
2263,441 498
2264,316 0
2265,196 204
2266,322 269
2267,282 142
2268,346 168
2269,318 127
2270,252 303
2271,252 59
2272,160 280
2273,91 478
2274,366 58
2275,115 252
2276,321 181
2277,32 30
2278,180 278
2279,82 531
2280,420 402
2281,142 283
2282,282 493
2283,13 352
2284,440 200
2285,440 562
2286,440 458
2287,440 65
2288,71 71
2289,10 339
2290,52 595
2291,12 161
2292,62 78
2293,212 252
2294,596 597
2295,370 27
2296,169 28
2297,169 367
2298,169 96
2299,177 223
2300,179 377
2301,105 569
2302,268 222
2303,173 340
2304,339 10
2305,359 141
2306,127 318
2307,137 365
2308,360 213
2309,62 430
2310,137 520
2311,216 269
2312,272 46
2313,197 41
2314,337 336
2315,158 237
2316,158 209
2317,158 238
2318,158 241
2319,158 242
2320,169 169
2321,141 359
2322,114 333
2323,27 370
2324,577 366
2325,210 371
2326,107 81
2327,381 179
2328,370 48
2329,194 4
2330,157 156
2331,61 232
2332,201 207
2333,1 1
2334,5 140
2335,223 223
2336,520 137
2337,520 21
2338,520 63
2339,520 59
2340,412 412
2341,6 6
2342,48 40
2343,51 51
2344,81 418
2345,377 321
2346,321 377
2347,489 6
2348,242 158
2349,513 462
2350,93 93
2351,49 297
2352,140 5
2353,411 131
2354,62 115
2355,97 335
2356,128 197
2357,569 105
2358,55 107
2359,459 249
2360,222 268
2361,168 346
2362,438 6
2363,164 335
2364,70 433
2365,144 254
2366,13 550
2367,335 97
2368,96 211
2369,470 155
2370,90 62
2371,105 283
2372,55 59
2373,433 70
2374,144 186
2375,134 598
2376,357 107
2377,357 474
2378,418 81
2379,371 114
2380,50 48
2381,340 464
2382,283 105
2383,581 557
2384,155 470
2385,42 145
2386,42 147
2387,0 146
2388,371 210
2389,136 41
2390,168 526
2391,100 101
2392,380 321
2393,263 527
2394,263 361
2395,263 113
2396,263 443
2397,263 318
2398,263 442
2399,263 47
2400,263 48
2401,263 171
2402,263 333
2403,433 217
2404,433 288
2405,433 71
2406,107 283
2407,526 168
2408,158 599
2409,433 372
2410,3 58
2411,482 134
2412,490 371
2413,321 380
2414,353 404
2415,196 196
2416,196 51
2417,196 197
2418,196 199
2419,196 200
2420,196 201
2421,196 206
2422,196 94
2423,196 207
2424,433 162
2425,433 152
2426,433 432
2427,433 180
2428,433 84
2429,146 0
2430,353 125
2431,437 27
2432,191 6
2433,146 146
2434,230 62
2435,81 473
2436,353 100
2437,450 438
2438,450 340
2439,450 169
2440,375 96
2441,96 375
2442,209 159
2443,209 237
2444,209 234
2445,209 238
2446,209 158
2447,209 235
2448,209 240
2449,209 241
2450,209 242
2451,209 243
2452,209 244
2453,438 450
2454,19 513
2455,281 211
2456,281 552
2457,180 256
2458,129 458
2459,424 139
2460,138 58
2461,62 15
2462,129 600
2463,178 214
2464,62 173
2465,62 190
2466,142 41
2467,128 51
2468,128 41
2469,175 3
2470,251 438
2471,86 83
2472,166 283
2473,201 133
2474,201 18
2475,204 377
2476,258 469
2477,265 12
2478,132 166
2479,83 372
2480,34 35
2481,83 283
2482,190 62
2483,148 402
2484,581 205
2485,469 258
2486,81 189
2487,333 113
2488,489 64
2489,33 40
2490,160 41
2491,158 210
2492,83 308
2493,83 166
2494,83 601
2495,83 366
2496,552 281
2497,373 283
2498,45 371
2499,180 433
2500,23 588
2501,602 569
2502,414 603
2503,43 499
2504,43 498
2505,83 494
2506,83 86
2507,96 604
2508,121 71
2509,569 602
2510,83 154
2511,83 233
2512,83 107
2513,83 424
2514,83 62
2515,58 552
2516,83 160
2517,83 71
2518,83 84
2519,245 263
2520,133 201
2521,105 533
2522,414 605
2523,547 171
2524,211 281
2525,409 10
2526,352 41
2527,557 51
2528,393 154
2529,393 162
2530,393 155
2531,393 546
2532,181 291
2533,62 445
2534,166 132
2535,349 402
2536,546 145
2537,495 21
2538,495 16
2539,160 320
2540,7 161
2541,320 160
2542,47 116
2543,495 329
2544,495 128
2545,495 606
2546,495 290
2547,495 114
2548,607 249
2549,284 277
2550,498 43
2551,160 133
2552,320 351
2553,212 509
2554,209 183
2555,160 478
2556,340 553
2557,213 247
2558,213 499
2559,213 608
2560,213 246
2561,340 173
2562,552 211
2563,249 607
2564,195 192
2565,513 19
2566,351 320
2567,363 165
2568,115 363
2569,134 340
2570,448 216
2571,116 47
2572,34 25
2573,34 38
2574,34 40
2575,269 269
2576,59 481
2577,556 483
2578,284 280
2579,30 438
2580,30 609
2581,410 258
2582,114 48
2583,226 42
2584,226 106
2585,183 209
2586,6 438
2587,610 96
2588,161 7
2589,211 103
2590,211 117
2591,211 611
2592,211 612
2593,211 560
2594,211 338
2595,211 107
2596,211 62
2597,613 613
2598,613 614
2599,211 126
2600,211 209
2601,314 226
2602,146 52
2603,258 410
2604,93 41
2605,13 179
2606,54 34
2607,427 615
2608,476 474
2609,73 311
2610,338 438
2611,143 375
2612,96 610
2613,209 211
2614,427 470
2615,427 151
2616,616 320
2617,427 170
2618,288 433
2619,427 119
2620,112 108
2621,427 261
2622,132 283
2623,269 139
2624,269 448
2625,269 434
2626,320 616
2627,7 374
2628,62 230
2629,114 495
2630,103 283
2631,617 618
2632,461 139
2633,288 104
2634,581 79
2635,184 473
2636,268 1
2637,141 529
2638,143 484
2639,498 359
2640,209 303
2641,118 118
2642,121 121
2643,109 62
2644,286 58
2645,303 209
2646,115 245
2647,455 438
2648,160 81
2649,58 195
2650,474 404
2651,101 100
2652,25 23
2653,105 142
2654,282 115
2655,96 56
2656,96 57
2657,96 303
2658,96 619
2659,56 96
2660,56 57
2661,56 303
2662,56 89
2663,56 610
2664,56 619
2665,620 620
2666,137 59
2667,96 169
2668,602 616
2669,261 32
2670,195 58
2671,79 219
2672,79 120
2673,273 322
2674,438 455
2675,57 96
2676,616 602
2677,323 100
2678,455 339
2679,455 302
2680,344 149
2681,303 96
2682,486 486
2683,302 455
2684,80 16
2685,80 282
2686,80 142
2687,367 28
2688,367 114
2689,367 165
2690,367 169
2691,96 339
2692,42 226
2693,367 151
2694,211 301
2695,232 368
2696,441 374
2697,367 261
2698,21 106
2699,559 166
2700,452 566
2701,226 282
2702,619 96
2703,303 56
2704,303 57
2705,303 610
2706,303 619
2707,151 35
2708,87 438
2709,346 180
2710,419 336
2711,51 141
2712,195 6
2713,147 87
2714,554 535
2715,188 282
2716,401 621
2717,424 80
2718,238 587
2719,238 622
2720,216 446
2721,390 14
2722,129 128
2723,129 585
2724,116 27
2725,27 116
2726,404 107
2727,213 529
2728,86 107
2729,136 89
2730,282 188
2731,52 146
2732,368 368
2733,190 509
2734,132 131
2735,58 4
2736,214 178
2737,390 296
2738,390 395
2739,390 295
2740,368 52
2741,51 35
2742,623 623
2743,448 139
2744,448 446
2745,448 447
2746,448 429
2747,170 116
2748,521 554
2749,275 515
2750,102 98
2751,161 12
2752,160 453
2753,49 433
2754,185 353
2755,26 25
2756,6 195
2757,20 106
2758,129 572
2759,35 23
2760,457 401
2761,65 257
2762,65 434
2763,554 521
2764,434 233
2765,96 417
2766,438 87
2767,162 532
2768,129 413
2769,12 510
2770,413 129
2771,64 64
2772,329 62
2773,36 30
2774,105 384
2775,105 161
2776,105 280
2777,105 518
2778,105 203
2779,105 363
2780,105 351
2781,105 236
2782,324 43
2783,452 43
2784,5 105
2785,105 16
2786,181 61
2787,181 320
2788,281 58
2789,281 63
2790,281 208
2791,116 170
2792,291 181
2793,452 451
2794,200 94
2795,63 58
2796,63 281
2797,63 208
2798,14 390
2799,13 624
2800,128 129
2801,63 175
2802,294 206
2803,46 303
2804,46 210
2805,46 371
2806,46 211
2807,46 63
2808,46 236
2809,46 174
2810,63 625
2811,401 457
2812,114 105
2813,63 56
2814,114 4
2815,114 210
2816,114 2
2817,114 3
2818,114 137
2819,114 46
2820,31 23
2821,57 208
2822,114 278
2823,114 115
2824,613 117
2825,394 181
2826,169 129
2827,193 2
2828,192 412
2829,6 64
2830,337 337
2831,21 105
2832,120 17
2833,280 280
2834,104 377
2835,321 368
2836,168 168
2837,260 400
2838,374 374
2839,35 51
2840,417 96
2841,417 547
2842,417 171
2843,13 420
2844,417 40
2845,113 41
2846,115 114
2847,249 424
2848,61 393
2849,395 390
2850,395 295
2851,105 5
2852,87 626
2853,438 96
2854,212 147
2855,210 236
2856,371 129
2857,96 438
2858,136 464
2859,41 113
2860,430 498
2861,87 17
2862,91 91
2863,133 143
2864,569 43
2865,81 160
2866,56 63
2867,366 441
2868,627 184
2869,17 87
2870,283 103
2871,444 263
2872,164 334
2873,238 239
2874,178 231
2875,139 428
2876,425 425
2877,300 355
2878,29 560
2879,303 285
2880,303 15
2881,303 210
2882,303 371
2883,303 286
2884,303 211
2885,303 63
2886,303 137
2887,320 628
2888,62 303
2889,251 32
2890,42 560
2891,32 251
2892,40 590
2893,282 166
2894,40 32
2895,590 40
2896,122 122
2897,104 368
2898,179 122
2899,179 179
2900,209 283
2901,137 303
2902,211 57
2903,142 183
2904,275 413
2905,275 440
2906,486 201
2907,323 323
2908,211 129
2909,285 303
2910,60 150
2911,211 58
2912,409 118
2913,129 211
2914,129 371
2915,129 169
2916,60 296
2917,560 42
2918,233 434
2919,211 303
2920,61 321
2921,496 141
2922,496 466
2923,496 498
2924,412 305
2925,61 182
2926,190 160
2927,62 184
2928,401 425
2929,282 355
2930,211 249
2931,498 496
2932,427 367
2933,94 94
2934,101 120
2935,3 174
2936,566 43
2937,12 573
2938,51 113
2939,412 192
2940,321 546
2941,113 51
2942,362 7
2943,7 362
2944,188 106
2945,441 366
2946,70 288
2947,13 286
2948,154 62
2949,376 103
2950,16 495
2951,363 329
2952,363 495
2953,363 28
2954,363 303
2955,363 210
2956,363 371
2957,363 296
2958,363 81
2959,363 351
2960,363 129
2961,154 518
2962,154 173
2963,107 357
2964,284 231
2965,546 321
2966,41 464
2967,41 581
2968,41 30
2969,41 232
2970,41 593
2971,41 482
2972,41 47
2973,41 336
2974,41 171
2975,183 362
2976,183 19
2977,165 212
2978,256 212
2979,282 64
2980,212 165
2981,629 316
2982,282 518
2983,349 180
2984,379 396
2985,424 434
2986,336 41
2987,496 496
2988,89 136
2989,305 412
2990,263 96
2991,64 6
2992,201 41
2993,494 86
2994,466 608
2995,429 45
2996,53 397
2997,397 53
2998,62 245
2999,182 61
3000,211 256
3001,86 114
3002,28 365
3003,351 342
3004,556 232
3005,556 330
3006,404 100
3007,301 211
3008,136 116
3009,359 421
3010,359 496
3011,359 213
3012,269 15
3013,351 214
3014,495 129
3015,466 267
3016,329 129
3017,264 264
3018,385 295
3019,2 193
3020,194 54
3021,194 193
3022,4 195
3023,329 258
3024,127 21
3025,127 20
3026,400 560
3027,560 106
3028,148 344
3029,21 495
3030,258 107
3031,630 630
3032,81 356
3033,489 5
3034,6 140
3035,36 31
3036,319 319
3037,389 389
3038,631 631
3039,506 141
3040,245 245
3041,632 632
3042,633 633
3043,283 283
3044,634 634
3045,634 635
3046,636 636
3047,637 637
3048,31 31
3049,80 80
3050,81 329
3051,81 184
3052,108 108
3053,4 114
3054,4 81
3055,18 223
3056,11 11
3057,103 582
3058,99 99
3059,51 160
3060,388 164
3061,103 296
3062,116 116
3063,48 114
3064,64 68
3065,64 506
3066,10 36
3067,48 455
3068,492 254
3069,269 273
3070,269 272
3071,269 274
3072,269 164
3073,184 42
3074,172 62
3075,86 450
3076,86 82
3077,51 199
3078,249 155
3079,344 148
3080,268 215
3081,638 46
3082,638 639
3083,638 124
3084,638 338
3085,638 640
3086,638 638
3087,638 158
3088,638 55
3089,638 210
3090,638 356
3091,249 441
3092,210 303
3093,344 180
3094,526 403
3095,638 300
3096,235 233
3097,212 364
3098,129 495
3099,42 184
3100,638 10
3101,638 340
3102,492 186
3103,129 329
3104,106 495
3105,638 329
3106,638 81
3107,638 480
3108,492 144
3109,638 12
3110,132 6
3111,638 589
3112,44 430
3113,346 342
3114,105 42
3115,105 427
3116,357 256
3117,85 226
3118,180 289
3119,180 621
3120,180 342
3121,180 149
3122,180 345
3123,180 191
3124,180 179
3125,84 83
3126,157 157
3127,641 163
3128,165 129
3129,83 431
3130,41 443
3131,430 44
3132,441 264
3133,11 209
3134,10 535
3135,264 441
3136,44 506
3137,177 377
3138,145 233
3139,213 182
3140,19 441
3141,42 642
3142,42 329
3143,42 474
3144,42 169
3145,42 453
3146,330 223
3147,393 82
3148,393 121
3149,393 612
3150,393 105
3151,393 83
3152,393 180
3153,393 643
3154,393 17
3155,81 42
3156,46 140
3157,11 406
3158,320 213
3159,188 155
3160,357 454
3161,99 139
3162,140 164
3163,160 51
3164,170 165
3165,51 197
3166,51 109
3167,379 389
3168,329 81
3169,329 42
3170,109 51
3171,271 132
3172,41 352
3173,405 42
3174,537 460
3175,33 35
3176,357 258
3177,495 1
3178,495 203
3179,495 377
3180,495 106
3181,495 365
3182,164 140
3183,164 164
3184,249 81
3185,15 303
3186,447 140
3187,447 429
3188,129 249
3189,155 393
3190,86 103
3191,86 377
3192,171 417
3193,174 2
3194,240 236
3195,581 139
3196,551 106
3197,40 245
3198,478 357
3199,69 260
3200,644 489
3201,40 113
3202,113 250
3203,141 498
3204,165 280
3205,249 160
3206,160 237
3207,113 40
3208,114 326
3209,537 473
3210,21 364
3211,460 537
3212,473 537
3213,460 434
3214,455 48
3215,96 64
3216,64 14
3217,64 124
3218,320 379
3219,64 379
3220,69 68
3221,364 21
3222,183 187
3223,2 174
3224,180 262
3225,180 344
3226,180 156
3227,180 348
3228,180 349
3229,180 122
3230,434 473
3231,19 183
3232,121 110
3233,121 84
3234,31 229
3235,133 65
3236,121 83
3237,14 64
3238,121 393
3239,105 366
3240,86 263
3241,86 444
3242,82 393
3243,283 132
3244,233 145
3245,103 352
3246,357 212
3247,6 132
3248,160 165
3249,546 58
3250,136 165
3251,103 295
3252,404 404
3253,280 165
3254,107 338
3255,69 81
3256,271 131
3257,271 411
3258,62 68
3259,234 209
3260,155 188
3261,377 177
3262,129 343
3263,129 568
3264,129 130
3265,183 44
3266,96 21
3267,165 25
3268,165 417
3269,165 443
3270,165 261
3271,165 482
3272,165 39
3273,165 545
3274,64 96
3275,243 375
3276,474 143
3277,474 356
3278,474 375
3279,474 357
3280,96 116
3281,366 282
3282,458 600
3283,245 62
3284,263 62
3285,115 96
3286,11 159
3287,62 263
3288,283 373
3289,562 440
3290,21 96
3291,438 251
3292,438 367
3293,367 438
3294,397 376
3295,165 420
3296,645 645
3297,281 4
3298,394 628
3299,140 429
3300,385 380
3301,385 387
3302,100 100
3303,408 3
3304,379 379
3305,4 174
3306,120 79
3307,305 305
3308,5 489
3309,646 646
3310,647 647
3311,648 648
3312,450 450
3313,628 628
3314,394 394
3315,394 377
3316,260 69
3317,21 127
3318,256 357
3319,340 74
3320,466 649
3321,308 308
3322,650 215
3323,14 181
3324,14 226
3325,167 53
3326,47 455
3327,420 301
3328,420 651
3329,58 546
3330,122 347
3331,107 86
3332,612 393
3333,301 420
3334,141 362
3335,44 183
3336,169 364
3337,55 55
3338,526 290
3339,379 397
3340,65 413
3341,65 200
3342,65 440
3343,65 275
3344,65 178
3345,65 562
3346,482 521
3347,86 372
3348,86 494
3349,139 581
3350,464 340
3351,133 568
3352,86 424
3353,165 339
3354,129 434
3355,129 180
3356,129 41
3357,129 115
3358,129 173
3359,231 290
3360,279 62
3361,419 652
3362,29 151
3363,129 290
3364,28 438
3365,62 86
3366,74 260
3367,173 327
3368,115 63
3369,489 16
3370,86 62
3371,366 105
3372,170 133
3373,40 547
3374,173 173
3375,438 28
3376,94 41
3377,169 123
3378,367 62
3379,420 283
3380,365 365
3381,20 188
3382,133 170
3383,349 191
3384,653 653
3385,81 69
3386,30 35
3387,404 654
3388,19 19
3389,81 460
3390,132 305
3391,132 211
3392,295 18
3393,81 106
3394,28 62
3395,474 62
3396,272 271
3397,397 390
3398,81 249
3399,204 41
3400,460 81
3401,187 189
3402,376 397
3403,533 285
3404,480 211
3405,409 13
3406,420 165
3407,139 446
3408,139 447
3409,285 533
3410,233 637
3411,150 60
3412,13 444
3413,655 367
3414,211 132
3415,188 20
3416,402 402
3417,444 96
3418,18 103
3419,18 295
3420,13 65
3421,83 83
3422,318 48
3423,371 490
3424,262 656
3425,96 444
3426,95 351
3427,139 448
3428,62 453
3429,63 2
3430,267 570
3431,446 446
3432,140 322
3433,269 657
3434,547 547
3435,84 217
3436,84 152
3437,84 433
3438,84 70
3439,412 195
3440,225 311
3441,223 74
3442,444 455
3443,343 278
3444,128 28
3445,131 271
3446,218 218
3447,129 42
3448,286 137
3449,51 593
3450,129 165
3451,658 658
3452,278 343
3453,28 128
3454,63 115
3455,244 244
3456,63 286
3457,63 59
3458,44 19
3459,286 303
3460,137 286
3461,7 7
3462,63 46
3463,58 62
3464,217 288
3465,525 525
3466,525 247
3467,525 499
3468,525 8
3469,525 406
3470,566 141
3471,652 419
3472,55 211
3473,659 659
3474,63 408
3475,581 0
3476,223 18
3477,195 412
3478,285 2
3479,2 285
3480,660 660
3481,172 172
3482,378 378
3483,452 573
3484,5 2
3485,116 339
3486,525 9
3487,525 466
3488,63 303
3489,3 192
3490,3 303
3491,2 137
3492,260 325
3493,548 170
3494,36 10
3495,159 631
3496,215 650
3497,661 502
3498,413 214
3499,413 178
3500,79 581
3501,413 440
3502,413 275
3503,377 483
3504,107 404
3505,494 107
3506,143 41
3507,62 58
3508,173 259
3509,105 269
3510,58 115
3511,244 301
3512,140 428
3513,6 473
3514,612 49
3515,612 311
3516,612 404
3517,6 96
3518,275 562
3519,58 286
3520,547 40
3521,366 312
3522,236 210
3523,96 6
3524,196 143
3525,230 107
3526,13 306
3527,98 323
3528,312 366
3529,62 662
3530,80 663
3531,238 238
3532,334 164
3533,301 244
3534,238 241
3535,547 370
3536,233 288
3537,233 546
3538,139 461
3539,45 322
3540,380 296
3541,163 72
3542,69 108
3543,3 56
3544,3 286
3545,3 59
3546,56 3
3547,170 490
3548,121 427
3549,4 193
3550,145 105
3551,380 295
3552,363 215
3553,425 664
3554,665 4
3555,662 62
3556,408 63
3557,362 666
3558,362 11
3559,362 365
3560,7 666
3561,7 19
3562,7 661
3563,7 12
3564,395 174
3565,377 86
3566,394 61
3567,99 98
3568,99 97
3569,99 323
3570,42 44
3571,174 395
3572,467 434
3573,183 168
3574,183 401
3575,434 467
3576,68 82
3577,82 68
3578,256 211
3579,508 212
3580,508 667
3581,508 550
3582,508 549
3583,173 154
3584,212 508
3585,275 450
3586,665 58
3587,174 137
3588,72 20
3589,404 101
3590,554 554
3591,554 134
3592,94 204
3593,58 665
3594,506 62
3595,462 256
3596,579 579
3597,107 474
3598,301 362
3599,74 259
3600,474 128
3601,438 115
3602,24 35
3603,371 303
3604,362 301
3605,128 593
3606,297 49
3607,161 569
3608,170 123
3609,170 437
3610,170 338
3611,170 251
3612,170 135
3613,170 339
3614,174 379
3615,404 84
3616,452 569
3617,55 481
3618,62 506
3619,417 116
3620,170 427
3621,346 191
3622,57 58
3623,53 232
3624,58 211
3625,549 173
3626,193 4
3627,483 345
3628,323 404
3629,141 496
3630,666 452
3631,157 342
3632,157 345
3633,157 346
3634,157 214
3635,157 350
3636,157 351
3637,157 483
3638,157 668
3639,157 352
3640,345 483
3641,62 279
3642,345 214
3643,608 466
3644,2 323
3645,483 157
3646,116 417
3647,527 96
3648,527 6
3649,527 5
3650,527 64
3651,5 527
3652,408 305
3653,377 572
3654,377 156
3655,377 593
3656,377 204
3657,377 350
3658,377 94
3659,377 320
3660,11 362
3661,408 516
3662,408 517
3663,434 434
3664,669 669
3665,670 670
3666,84 404
3667,64 140
3668,64 80
3669,213 359
3670,45 15
3671,45 274
3672,61 181
3673,460 467
3674,187 434
3675,187 671
3676,62 183
3677,478 375
3678,124 64
3679,434 187
3680,9 8
3681,103 86
3682,418 582
3683,64 489
3684,142 366
3685,114 183
3686,486 113
3687,131 87
3688,238 159
3689,671 187
3690,451 265
3691,265 451
3692,113 183
3693,562 65
3694,128 474
3695,51 557
3696,474 166
3697,467 460
3698,21 624
3699,64 93
3700,146 67
3701,371 128
3702,364 152
3703,493 401
3704,430 672
3705,137 301
3706,160 104
3707,183 62
3708,183 113
3709,183 114
3710,152 364
3711,366 283
3712,194 412
3713,263 455
3714,69 549
