source,target,Type,Id,Label,timeset,weight
Lambert-St Louis Intl,Adams Field,Directed,1556,,,0.0396
Memphis Intl,Adams Field,Directed,1557,,,0.0118
Tulsa Intl,Adams Field,Directed,1558,,,0.0234
Springfield Regional,Adams Field,Directed,1559,,,0.0247
Richmond Intll,Roanoke Regional/Woodrum Field,Directed,1560,,,0.0136
Chicago O'hare Intl,Piedmont Triad Intll,Directed,1561,,,0.0693
La Guardia,Piedmont Triad Intll,Directed,1562,,,0.0543
Piedmont Triad Intll,Orlando Intl,Directed,1563,,,0.0735
Pittsburgh Intll,Piedmont Triad Intll,Directed,1564,,,0.042
Philadelphia Intl,Piedmont Triad Intll,Directed,1565,,,0.0433
Washington Dulles Intl,Piedmont Triad Intll,Directed,1566,,,0.03
Piedmont Triad Intll,Raleigh-Durham Intll,Directed,1567,,,0.0062
Roanoke Regional/Woodrum Field,Piedmont Triad Intll,Directed,1568,,,0.0118
Spokane Intl,Chicago O'hare Intl,Directed,1569,,,0.1602
Spokane Intl,San Francisco Intl,Directed,1570,,,0.0986
Spokane Intl,Minneapolis-St Paul Intl/Wold-,Directed,1571,,,0.1266
Spokane Intl,Seattle-Tacoma Intl,Directed,1572,,,0.0244
Spokane Intl,Salt Lake City Intl,Directed,1573,,,0.0712
Spokane Intl,Portland Intl,Directed,1574,,,0.0323
Spokane Intl,Missoula Intll,Directed,1575,,,0.0187
Spokane Intl,Great Falls Intl,Directed,1576,,,0.0314
Spokane Intl,Helena Regional,Directed,1577,,,0.0299
Spokane Intl,Lewiston-Nez Perce County,Directed,1578,,,0.0122
Spokane Intl,Pullman/Moscow Regional,Directed,1579,,,0.0086
Chicago O'hare Intl,Des Moines Intl,Directed,1580,,,0.0296
Des Moines Intl,Phoenix Sky Harbor Intl,Directed,1581,,,0.1214
Des Moines Intl,Lambert-St Louis Intl,Directed,1582,,,0.0315
Minneapolis-St Paul Intl/Wold-,Des Moines Intl,Directed,1583,,,0.0321
Des Moines Intl,Pittsburgh Intll,Directed,1584,,,0.0691
Des Moines Intl,Eppley Airfield,Directed,1585,,,0.0116
Des Moines Intl,Elko Muni-J.C. Harris Field,Directed,1586,,,0.1129
Kent County Intl,Chicago O'hare Intl,Directed,1587,,,0.0149
Minneapolis-St Paul Intl/Wold-,Kent County Intl,Directed,1588,,,0.0435
Kent County Intl,Pittsburgh Intll,Directed,1589,,,0.0354
Kent County Intl,Indianapolis Intl,Directed,1590,,,0.0305
General Mitchell Intll,Kent County Intl,Directed,1591,,,0.0121
San Francisco Intl,Long Beach /Daugherty Field/,Directed,1592,,,0.0423
Long Beach /Daugherty Field/,Phoenix Sky Harbor Intl,Directed,1593,,,0.0314
Metropolitan Oakland Intl,Long Beach /Daugherty Field/,Directed,1594,,,0.0427
Santa Barbara Muni,Long Beach /Daugherty Field/,Directed,1595,,,0.0104
Chicago O'hare Intl,Charleston Afb/Intl,Directed,1596,,,0.0955
La Guardia,Charleston Afb/Intl,Directed,1597,,,0.0815
Newark Intl,Charleston Afb/Intl,Directed,1598,,,0.0802
Charlotte/Douglas Intl,Charleston Afb/Intl,Directed,1599,,,0.0226
Washington National,Charleston Afb/Intl,Directed,1600,,,0.0589
Washington Dulles Intl,Charleston Afb/Intl,Directed,1601,,,0.0592
Raleigh-Durham Intll,Charleston Afb/Intl,Directed,1602,,,0.0291
Charleston Afb/Intl,Jacksonville Intl,Directed,1603,,,0.0245
Charleston Afb/Intl,Savannah Intll,Directed,1604,,,0.0095
Kahului,Hilo Intll,Directed,1605,,,0.0133
Keahole-Kona Intll,Hilo Intll,Directed,1606,,,0.0051
Boise Air Terminal /Gowen Fld/,Chicago O'hare Intl,Directed,1607,,,0.145
Boise Air Terminal /Gowen Fld/,Los Angeles Intl,Directed,1608,,,0.0927
Boise Air Terminal /Gowen Fld/,San Francisco Intl,Directed,1609,,,0.0649
Boise Air Terminal /Gowen Fld/,Stapleton Intl,Directed,1610,,,0.0681
Seattle-Tacoma Intl,Boise Air Terminal /Gowen Fld/,Directed,1611,,,0.0483
Boise Air Terminal /Gowen Fld/,Salt Lake City Intl,Directed,1612,,,0.0343
Portland Intl,Boise Air Terminal /Gowen Fld/,Directed,1613,,,0.0378
Spokane Intl,Boise Air Terminal /Gowen Fld/,Directed,1614,,,0.0393
Tri-Cities,Boise Air Terminal /Gowen Fld/,Directed,1615,,,0.0297
Boise Air Terminal /Gowen Fld/,Fanning Field,Directed,1616,,,0.0211
Lewiston-Nez Perce County,Boise Air Terminal /Gowen Fld/,Directed,1617,,,0.0271
Boise Air Terminal /Gowen Fld/,Friedman Memorial,Directed,1618,,,0.0098
Boise Air Terminal /Gowen Fld/,Twin Falls-Sun Valley Regional,Directed,1619,,,0.0136
Pullman/Moscow Regional,Boise Air Terminal /Gowen Fld/,Directed,1620,,,0.0307
Boise Air Terminal /Gowen Fld/,Pocatello Regional,Directed,1621,,,0.0195
Chicago O'hare Intl,Harrisburg Intll,Directed,1622,,,0.0592
Pittsburgh Intll,Harrisburg Intll,Directed,1623,,,0.0178
Harrisburg Intll,Raleigh-Durham Intll,Directed,1624,,,0.0426
University Park,Harrisburg Intll,Directed,1625,,,0.0083
Chicago O'hare Intl,City Of Colorado Springs Muni,Directed,1626,,,0.0907
City Of Colorado Springs Muni,Dallas/Fort Worth Intl,Directed,1627,,,0.0687
Stapleton Intl,City Of Colorado Springs Muni,Directed,1628,,,0.0094
City Of Colorado Springs Muni,Phoenix Sky Harbor Intl,Directed,1629,,,0.0634
City Of Colorado Springs Muni,Lambert-St Louis Intl,Directed,1630,,,0.073
City Of Colorado Springs Muni,Mc Carran Intl,Directed,1631,,,0.0593
Salt Lake City Intl,City Of Colorado Springs Muni,Directed,1632,,,0.0416
City Of Colorado Springs Muni,Pueblo Memorial,Directed,1633,,,0.005
La Guardia,Greenville-Spartanburg,Directed,1634,,,0.0704
Philadelphia Intl,Greenville-Spartanburg,Directed,1635,,,0.0593
Raleigh-Durham Intll,Greenville-Spartanburg,Directed,1636,,,0.0197
Chicago O'hare Intl,Wichita Mid-Continent,Directed,1637,,,0.0637
Wichita Mid-Continent,Phoenix Sky Harbor Intl,Directed,1638,,,0.0845
Lambert-St Louis Intl,Wichita Mid-Continent,Directed,1639,,,0.0375
Wichita Mid-Continent,Mc Carran Intl,Directed,1640,,,0.0915
Pittsburgh Intll,Wichita Mid-Continent,Directed,1641,,,0.0917
Wichita Mid-Continent,Memphis Intl,Directed,1642,,,0.0453
Kansas City Intl,Wichita Mid-Continent,Directed,1643,,,0.0209
Wichita Mid-Continent,Tulsa Intl,Directed,1644,,,0.0159
Wichita Mid-Continent,Springfield Regional,Directed,1645,,,0.021
Elko Muni-J.C. Harris Field,Wichita Mid-Continent,Directed,1646,,,0.0983
Cyril E King,Alexander Hamilton,Directed,1647,,,0.0061
Chicago O'hare Intl,Long Island Mac Arthur,Directed,1648,,,0.0762
Long Island Mac Arthur,Miami Intl,Directed,1649,,,0.1479
Long Island Mac Arthur,Orlando Intl,Directed,1650,,,0.1253
Long Island Mac Arthur,Pittsburgh Intll,Directed,1651,,,0.0364
Long Island Mac Arthur,Philadelphia Intl,Directed,1652,,,0.014
Long Island Mac Arthur,Raleigh-Durham Intll,Directed,1653,,,0.0552
Long Island Mac Arthur,Palm Beach Intl,Directed,1654,,,0.1394
Syracuse Hancock Intl,Long Island Mac Arthur,Directed,1655,,,0.0269
Long Island Mac Arthur,Atlantic City Intll,Directed,1656,,,0.0148
Chicago O'hare Intl,Columbia Metropolitan,Directed,1657,,,0.0842
Newark Intl,Columbia Metropolitan,Directed,1658,,,0.0736
Philadelphia Intl,Columbia Metropolitan,Directed,1659,,,0.0641
Charlotte/Douglas Intl,Columbia Metropolitan,Directed,1660,,,0.0122
Raleigh-Durham Intll,Columbia Metropolitan,Directed,1661,,,0.0219
Piedmont Triad Intll,Columbia Metropolitan,Directed,1662,,,0.0215
Columbia Metropolitan,Charleston Afb/Intl,Directed,1663,,,0.0113
Dane County Regional-Truax Fie,Chicago O'hare Intl,Directed,1664,,,0.0133
Dane County Regional-Truax Fie,Lambert-St Louis Intl,Directed,1665,,,0.0422
Minneapolis-St Paul Intl/Wold-,Dane County Regional-Truax Fie,Directed,1666,,,0.0258
Dane County Regional-Truax Fie,Pittsburgh Intll,Directed,1667,,,0.0528
Outagamie County,Dane County Regional-Truax Fie,Directed,1668,,,0.0115
Houston Intercontinental,Rio Grande Valley Intl,Directed,1669,,,0.0378
San Antonio Intl,Rio Grande Valley Intl,Directed,1670,,,0.0319
Savannah Intll,Cyril E King,Directed,1671,,,0.1556
Newark Intl,Daytona Beach Intl,Directed,1672,,,0.1155
Daytona Beach Intl,Orlando Intl,Directed,1673,,,0.0072
Raleigh-Durham Intll,Daytona Beach Intl,Directed,1674,,,0.065
Jacksonville Intl,Daytona Beach Intl,Directed,1675,,,0.013
Daytona Beach Intl,Melbourne Intll,Directed,1676,,,0.0105
Saipan Intl,West Tinian,Directed,1677,,,0.0013
Chicago O'hare Intl,Huntsville Intl-Carl T Jones F,Directed,1678,,,0.0703
Washington Dulles Intl,Huntsville Intl-Carl T Jones F,Directed,1679,,,0.0627
Memphis Intl,Huntsville Intl-Carl T Jones F,Directed,1680,,,0.0169
Dallas/Fort Worth Intl,Corpus Christi Intl,Directed,1681,,,0.049
Houston Intercontinental,Corpus Christi Intl,Directed,1682,,,0.0238
William P Hobby,Corpus Christi Intl,Directed,1683,,,0.0212
Fresno Air Terminal,Los Angeles Intl,Directed,1684,,,0.0279
San Francisco Intl,Fresno Air Terminal,Directed,1685,,,0.0157
Salt Lake City Intl,Fresno Air Terminal,Directed,1686,,,0.0549
Fresno Air Terminal,San Diego Intl-Lindbergh Fld,Directed,1687,,,0.0407
Metropolitan Oakland Intl,Fresno Air Terminal,Directed,1688,,,0.0156
Fresno Air Terminal,Ontario Intl,Directed,1689,,,0.0282
Fresno Air Terminal,John Wayne Airport-Orange Coun,Directed,1690,,,0.0311
Sacramento Metropolitan,Fresno Air Terminal,Directed,1691,,,0.0208
Reno/Tahoe Intll,Fresno Air Terminal,Directed,1692,,,0.026
Modesto City-County--Harry Sha,Fresno Air Terminal,Directed,1693,,,0.0103
Merced Municipal/Macready Fiel,Fresno Air Terminal,Directed,1694,,,0.0064
Mammoth Lakes,Fresno Air Terminal,Directed,1695,,,0.0093
Tallahassee Regional,Tampa Intl,Directed,1696,,,0.025
Chicago O'hare Intl,Amarillo Intl,Directed,1697,,,0.0955
Amarillo Intl,Dallas/Fort Worth Intl,Directed,1698,,,0.0325
Amarillo Intl,Dallas Love Field,Directed,1699,,,0.0335
Amarillo Intl,Lubbock Intl,Directed,1700,,,0.0148
Elko Muni-J.C. Harris Field,Amarillo Intl,Directed,1701,,,0.0895
San Francisco Intl,Palm Springs Regional,Directed,1702,,,0.047
Lambert-St Louis Intl,Palm Springs Regional,Directed,1703,,,0.1413
Salt Lake City Intl,Palm Springs Regional,Directed,1704,,,0.0704
San Jose Intll,Palm Springs Regional,Directed,1705,,,0.0436
Palm Springs Regional,Tucson Intl,Directed,1706,,,0.0327
Dallas/Fort Worth Intl,"Baton Rouge Metropolitan, Ryan",Directed,1707,,,0.0375
"Baton Rouge Metropolitan, Ryan",Houston Intercontinental,Directed,1708,,,0.022
Memphis Intl,"Baton Rouge Metropolitan, Ryan",Directed,1709,,,0.0435
Jackson Intll,"Baton Rouge Metropolitan, Ryan",Directed,1710,,,0.0177
Mobile Regional,"Baton Rouge Metropolitan, Ryan",Directed,1711,,,0.0149
Shreveport Regional,"Baton Rouge Metropolitan, Ryan",Directed,1712,,,0.0228
Pensacola Regional,Tampa Intl,Directed,1713,,,0.0337
Chicago O'hare Intl,Lehigh Valley Intll,Directed,1714,,,0.0648
Lehigh Valley Intll,The William B Hartsfield Atlan,Directed,1715,,,0.0811
Detroit Metropolitan Wayne Cou,Lehigh Valley Intll,Directed,1716,,,0.043
Lehigh Valley Intll,Pittsburgh Intll,Directed,1717,,,0.0244
Lehigh Valley Intll,Charlotte/Douglas Intl,Directed,1718,,,0.059
Lehigh Valley Intll,Raleigh-Durham Intll,Directed,1719,,,0.0487
Lehigh Valley Intll,Harrisburg Intll,Directed,1720,,,0.008
Burlington Intl,Chicago O'hare Intl,Directed,1721,,,0.0788
Burlington Intl,La Guardia,Directed,1722,,,0.0355
Burlington Intl,Newark Intl,Directed,1723,,,0.0365
Burlington Intl,Pittsburgh Intll,Directed,1724,,,0.0523
Burlington Intl,Philadelphia Intl,Directed,1725,,,0.0452
Burlington Intl,Washington Dulles Intl,Directed,1726,,,0.0572
Burlington Intl,Manchester,Directed,1727,,,0.0171
Jackson Intll,Mobile Regional,Directed,1728,,,0.018
Shreveport Regional,Jackson Intll,Directed,1729,,,0.0191
Chicago O'hare Intl,Cedar Rapids Muni,Directed,1730,,,0.0194
Cedar Rapids Muni,Stapleton Intl,Directed,1731,,,0.07
Cedar Rapids Muni,Phoenix Sky Harbor Intl,Directed,1732,,,0.1312
Cedar Rapids Muni,Lambert-St Louis Intl,Directed,1733,,,0.0307
Minneapolis-St Paul Intl/Wold-,Cedar Rapids Muni,Directed,1734,,,0.0297
Cedar Rapids Muni,Quad-City,Directed,1735,,,0.0073
Sioux Gateway,Cedar Rapids Muni,Directed,1736,,,0.0243
Chicago O'hare Intl,Blue Grass,Directed,1737,,,0.0412
Lambert-St Louis Intl,Blue Grass,Directed,1738,,,0.0301
Pittsburgh Intll,Blue Grass,Directed,1739,,,0.0323
Louisville Intl,Blue Grass,Directed,1740,,,0.0059
Blue Grass,Mc Ghee Tyson,Directed,1741,,,0.0215
Blue Grass,Roanoke Regional/Woodrum Field,Directed,1742,,,0.0246
Michiana Rgnl Transportation C,Lambert-St Louis Intl,Directed,1743,,,0.0349
Mobile Regional,Pensacola Regional,Directed,1744,,,0.0058
Monroe Regional,Mobile Regional,Directed,1745,,,0.0261
Detroit City,Lambert-St Louis Intl,Directed,1746,,,0.0512
Detroit City,Chicago Midway,Directed,1747,,,0.0248
Detroit City,Indianapolis Intl,Directed,1748,,,0.0306
Manchester,Chicago O'hare Intl,Directed,1749,,,0.0844
Manchester,Pittsburgh Intll,Directed,1750,,,0.0505
Manchester,Philadelphia Intl,Directed,1751,,,0.0351
General Edward Lawrence Logan,Atlantic City Intll,Directed,1752,,,0.0332
Detroit Metropolitan Wayne Cou,Atlantic City Intll,Directed,1753,,,0.0519
Pittsburgh Intll,Atlantic City Intll,Directed,1754,,,0.0305
Cleveland-Hopkins Intl,Atlantic City Intll,Directed,1755,,,0.0415
Theodore Francis Green State,Atlantic City Intll,Directed,1756,,,0.027
Melbourne Intll,Tampa Intl,Directed,1757,,,0.0097
Raleigh-Durham Intll,Melbourne Intll,Directed,1758,,,0.0749
Melbourne Intll,Southwest Florida Intl,Directed,1759,,,0.016
Chicago O'hare Intl,Westchester County,Directed,1760,,,0.0728
Minneapolis-St Paul Intl/Wold-,Westchester County,Directed,1761,,,0.1058
Westchester County,Pittsburgh Intll,Directed,1762,,,0.0337
Tweed-New Haven,Westchester County,Directed,1763,,,0.0046
Chicago O'hare Intl,Akron-Canton Regional,Directed,1764,,,0.0344
Akron-Canton Regional,Philadelphia Intl,Directed,1765,,,0.0331
Akron-Canton Regional,Charlotte/Douglas Intl,Directed,1766,,,0.0546
Akron-Canton Regional,Washington Dulles Intl,Directed,1767,,,0.0277
Akron-Canton Regional,Indianapolis Intl,Directed,1768,,,0.0272
Akron-Canton Regional,James M Cox Dayton Intl,Directed,1769,,,0.0171
Fort Wayne Intll,Akron-Canton Regional,Directed,1770,,,0.0191
Youngstown-Warren Regional,Akron-Canton Regional,Directed,1771,,,0.005
Chicago O'hare Intl,Fort Wayne Intll,Directed,1772,,,0.0168
Fort Wayne Intll,Pittsburgh Intll,Directed,1773,,,0.0257
Michiana Rgnl Transportation C,Fort Wayne Intll,Directed,1774,,,0.0089
Toledo Express,Fort Wayne Intll,Directed,1775,,,0.0092
Shreveport Regional,Mobile Regional,Directed,1776,,,0.033
Chicago O'hare Intl,Quad-City,Directed,1777,,,0.0142
Quad-City,Phoenix Sky Harbor Intl,Directed,1778,,,0.1336
Quad-City,Lambert-St Louis Intl,Directed,1779,,,0.0258
Quad-City,Greater Peoria Regional,Directed,1780,,,0.0086
San Francisco Intl,Santa Barbara Muni,Directed,1781,,,0.0331
Meadows Field,Santa Barbara Muni,Directed,1782,,,0.0104
Juneau Intl,Seattle-Tacoma Intl,Directed,1783,,,0.1216
Juneau Intl,Ketchikan Intl,Directed,1784,,,0.0322
Juneau Intl,Sitka,Directed,1785,,,0.0131
Juneau Intl,James A Johnson Petersburg,Directed,1786,,,0.017
Yakutat,Juneau Intl,Directed,1787,,,0.0281
Charlotte/Douglas Intl,Lovell Field,Directed,1788,,,0.0217
Fairbanks Intl,Seattle-Tacoma Intl,Directed,1789,,,0.2109
Fairbanks Intl,Juneau Intl,Directed,1790,,,0.0915
Deadhorse,Fairbanks Intl,Directed,1791,,,0.0515
Wiley Post-Will Rogers Mem,Fairbanks Intl,Directed,1792,,,0.0767
Mahlon Sweet Field,San Francisco Intl,Directed,1793,,,0.0622
Seattle-Tacoma Intl,Mahlon Sweet Field,Directed,1794,,,0.032
Portland Intl,Mahlon Sweet Field,Directed,1795,,,0.0143
Mahlon Sweet Field,Rogue Valley Intl- M,Directed,1796,,,0.0168
Roberts Field,Mahlon Sweet Field,Directed,1797,,,0.0106
Mahlon Sweet Field,Redding Muni,Directed,1798,,,0.0348
Mahlon Sweet Field,Klamath Falls Intll,Directed,1799,,,0.0202
Mahlon Sweet Field,North Bend Muni,Directed,1800,,,0.0085
Austin Straubel Intll,Chicago O'hare Intl,Directed,1801,,,0.024
Minneapolis-St Paul Intl/Wold-,Austin Straubel Intll,Directed,1802,,,0.0262
Austin Straubel Intll,Dane County Regional-Truax Fie,Directed,1803,,,0.0143
Marquette County,Austin Straubel Intll,Directed,1804,,,0.0197
Austin Straubel Intll,Wittman Regional,Directed,1805,,,0.0053
Billings Logan Intl,Stapleton Intl,Directed,1806,,,0.0605
Billings Logan Intl,Minneapolis-St Paul Intl/Wold-,Directed,1807,,,0.0786
Billings Logan Intl,Salt Lake City Intl,Directed,1808,,,0.0511
Spokane Intl,Billings Logan Intl,Directed,1809,,,0.049
Missoula Intll,Billings Logan Intl,Directed,1810,,,0.0302
Billings Logan Intl,Gallatin Field,Directed,1811,,,0.0133
Great Falls Intl,Billings Logan Intl,Directed,1812,,,0.0215
Glacier Park Intl,Billings Logan Intl,Directed,1813,,,0.0377
Helena Regional,Billings Logan Intl,Directed,1814,,,0.0191
Bert Mooney,Billings Logan Intl,Directed,1815,,,0.0201
John F Kennedy Intl,Alexander Hamilton,Directed,1816,,,0.2238
Miami Intl,Alexander Hamilton,Directed,1817,,,0.1105
Newark Intl,Alexander Hamilton,Directed,1818,,,0.2247
Orlando Intl,Alexander Hamilton,Directed,1819,,,0.1326
Raleigh-Durham Intll,Alexander Hamilton,Directed,1820,,,0.1877
Savannah Intll,Alexander Hamilton,Directed,1821,,,0.1612
Capital City,Chicago O'hare Intl,Directed,1822,,,0.0186
Capital City,Pittsburgh Intll,Directed,1823,,,0.0312
Capital City,Fort Wayne Intll,Directed,1824,,,0.0175
Asheville Regional,Charlotte/Douglas Intl,Directed,1825,,,0.0084
Pittsburgh Intll,Myrtle Beach Intl,Directed,1826,,,0.0654
Philadelphia Intl,Myrtle Beach Intl,Directed,1827,,,0.0621
Raleigh-Durham Intll,Myrtle Beach Intl,Directed,1828,,,0.021
Kalamazoo/Battle Creek Interna,Chicago O'hare Intl,Directed,1829,,,0.0123
Kalamazoo/Battle Creek Interna,Detroit Metropolitan Wayne Cou,Directed,1830,,,0.0112
Minneapolis-St Paul Intl/Wold-,Kalamazoo/Battle Creek Interna,Directed,1831,,,0.0465
Kalamazoo/Battle Creek Interna,Pittsburgh Intll,Directed,1832,,,0.0318
Kalamazoo/Battle Creek Interna,James M Cox Dayton Intl,Directed,1833,,,0.0233
Austin Straubel Intll,Kalamazoo/Battle Creek Interna,Directed,1834,,,0.0252
Capital City,Kalamazoo/Battle Creek Interna,Directed,1835,,,0.0071
Wilkes-Barre/Scranton Intl,Pittsburgh Intll,Directed,1836,,,0.0243
Wilkes-Barre/Scranton Intl,Charlotte/Douglas Intl,Directed,1837,,,0.0643
Wilkes-Barre/Scranton Intl,Baltimore-Washington Intl,Directed,1838,,,0.0212
Chicago O'hare Intl,Lincoln Muni,Directed,1839,,,0.0464
Lincoln Muni,Lambert-St Louis Intl,Directed,1840,,,0.0382
Joe Foss Field,Lincoln Muni,Directed,1841,,,0.0261
Sioux Gateway,Lincoln Muni,Directed,1842,,,0.015
San Francisco Intl,Monterey Peninsula,Directed,1843,,,0.0103
Joe Foss Field,Chicago O'hare Intl,Directed,1844,,,0.0475
Joe Foss Field,Lambert-St Louis Intl,Directed,1845,,,0.0564
Minneapolis-St Paul Intl/Wold-,Joe Foss Field,Directed,1846,,,0.0219
Joe Foss Field,Salt Lake City Intl,Directed,1847,,,0.0821
Joe Foss Field,Quad-City,Directed,1848,,,0.0376
Rapid City Regional,Joe Foss Field,Directed,1849,,,0.0325
Pittsburgh Intll,Yeager,Directed,1850,,,0.0214
Yeager,Blue Grass,Directed,1851,,,0.0156
Mbs Intll,Chicago O'hare Intl,Directed,1852,,,0.0245
Chicago O'hare Intl,Evansville Regional,Directed,1853,,,0.0376
Lambert-St Louis Intl,Evansville Regional,Directed,1854,,,0.0159
Pittsburgh Intll,Evansville Regional,Directed,1855,,,0.0439
Indianapolis Intl,Evansville Regional,Directed,1856,,,0.0172
The William B Hartsfield Atlan,Bush Field,Directed,1857,,,0.0128
Charlotte/Douglas Intl,Bush Field,Directed,1858,,,0.0184
Columbia Metropolitan,Bush Field,Directed,1859,,,0.007
Bush Field,Savannah Intll,Directed,1860,,,0.0125
Lambert-St Louis Intl,Springfield Regional,Directed,1861,,,0.0211
Greater Peoria Regional,Lambert-St Louis Intl,Directed,1862,,,0.0186
Chicago O'hare Intl,Aspen-Pitkin Co/Sardy Field,Directed,1863,,,0.1001
Aspen-Pitkin Co/Sardy Field,Dallas/Fort Worth Intl,Directed,1864,,,0.0786
Aspen-Pitkin Co/Sardy Field,Los Angeles Intl,Directed,1865,,,0.0774
Stapleton Intl,Aspen-Pitkin Co/Sardy Field,Directed,1866,,,0.0114
Hector Intll,Chicago O'hare Intl,Directed,1867,,,0.0655
Hector Intll,Minneapolis-St Paul Intl/Wold-,Directed,1868,,,0.0267
Hector Intll,Joe Foss Field,Directed,1869,,,0.0319
Dannelly Field,"Baton Rouge Metropolitan, Ryan",Directed,1870,,,0.0295
Monroe Regional,Dannelly Field,Directed,1871,,,0.0289
Piedmont Triad Intll,Fayetteville Regional/Grannis,Directed,1872,,,0.0118
Chicago O'hare Intl,University Of Illinois-Willard,Directed,1873,,,0.0186
University Of Illinois-Willard,Lambert-St Louis Intl,Directed,1874,,,0.0162
Pittsburgh Intll,University Of Illinois-Willard,Directed,1875,,,0.0412
University Of Illinois-Willard,James M Cox Dayton Intl,Directed,1876,,,0.0207
Greater Peoria Regional,University Of Illinois-Willard,Directed,1877,,,0.0094
University Of Illinois-Willard,Hulman Regional,Directed,1878,,,0.0074
Binghamton Regional/Edwin A Li,Pittsburgh Intll,Directed,1879,,,0.0271
Binghamton Regional/Edwin A Li,Baltimore-Washington Intl,Directed,1880,,,0.0292
Outagamie County,Chicago O'hare Intl,Directed,1881,,,0.022
Outagamie County,General Mitchell Intll,Directed,1882,,,0.0129
Austin Straubel Intll,Outagamie County,Directed,1883,,,0.003
Central Wisconsin,Outagamie County,Directed,1884,,,0.0077
Outagamie County,Wittman Regional,Directed,1885,,,0.0026
Philadelphia Intl,New Hanover Intll,Directed,1886,,,0.0552
Raleigh-Durham Intll,New Hanover Intll,Directed,1887,,,0.0159
Erie Intl,Pittsburgh Intll,Directed,1888,,,0.0152
Rapid City Regional,Salt Lake City Intl,Directed,1889,,,0.0551
Seattle-Tacoma Intl,Tri-Cities,Directed,1890,,,0.0197
Tri-Cities,Salt Lake City Intl,Directed,1891,,,0.0638
Spokane Intl,Tri-Cities,Directed,1892,,,0.0152
Pullman/Moscow Regional,Tri-Cities,Directed,1893,,,0.0113
Bishop Intll,Chicago O'hare Intl,Directed,1894,,,0.0232
Bishop Intll,Pittsburgh Intll,Directed,1895,,,0.0297
Bishop Intll,Capital City,Directed,1896,,,0.0047
Rogue Valley Intl- M,San Francisco Intl,Directed,1897,,,0.0455
Portland Intl,Rogue Valley Intl- M,Directed,1898,,,0.0307
Rochester Intll,La Crosse Muni,Directed,1899,,,0.0063
Worcester Muni,Pittsburgh Intll,Directed,1900,,,0.0458
Worcester Muni,Philadelphia Intl,Directed,1901,,,0.0286
Pittsburgh Intll,Newport News/Williamsburg Inte,Directed,1902,,,0.0373
Jackson Hole,Chicago O'hare Intl,Directed,1903,,,0.1173
Jackson Hole,Salt Lake City Intl,Directed,1904,,,0.0277
Jackson Hole,Fanning Field,Directed,1905,,,0.0069
Missoula Intll,Minneapolis-St Paul Intl/Wold-,Directed,1906,,,0.1082
Missoula Intll,Salt Lake City Intl,Directed,1907,,,0.0596
Meadows Field,Dallas/Fort Worth Intl,Directed,1908,,,0.1148
San Francisco Intl,Meadows Field,Directed,1909,,,0.0268
Sacramento Metropolitan,Meadows Field,Directed,1910,,,0.0338
Lambert-St Louis Intl,Drake Field,Directed,1911,,,0.0327
Charlottesville-Albemarle,Charlotte/Douglas Intl,Directed,1912,,,0.0307
Washington Dulles Intl,Charlottesville-Albemarle,Directed,1913,,,0.0092
Charlottesville-Albemarle,Richmond Intll,Directed,1914,,,0.0083
Bismarck Muni,Stapleton Intl,Directed,1915,,,0.0701
Bismarck Muni,Minneapolis-St Paul Intl/Wold-,Directed,1916,,,0.0424
Bismarck Muni,Salt Lake City Intl,Directed,1917,,,0.0809
Bismarck Muni,Joe Foss Field,Directed,1918,,,0.0367
Minot Intl,Bismarck Muni,Directed,1919,,,0.0145
Gallatin Field,Stapleton Intl,Directed,1920,,,0.0656
Gallatin Field,Minneapolis-St Paul Intl/Wold-,Directed,1921,,,0.0918
Gallatin Field,Salt Lake City Intl,Directed,1922,,,0.0479
Spokane Intl,Gallatin Field,Directed,1923,,,0.037
Missoula Intll,Gallatin Field,Directed,1924,,,0.0185
Great Falls Intl,Gallatin Field,Directed,1925,,,0.0163
Helena Regional,Gallatin Field,Directed,1926,,,0.0089
Ketchikan Intl,Seattle-Tacoma Intl,Directed,1927,,,0.0895
Sitka,Ketchikan Intl,Directed,1928,,,0.0247
Wrangell,Ketchikan Intl,Directed,1929,,,0.0113
Duluth Intl,Minneapolis-St Paul Intl/Wold-,Directed,1930,,,0.0194
Central Wisconsin,Chicago O'hare Intl,Directed,1931,,,0.0283
Central Wisconsin,Austin Straubel Intll,Directed,1932,,,0.0084
Marquette County,Central Wisconsin,Directed,1933,,,0.0198
Fanning Field,Dallas/Fort Worth Intl,Directed,1934,,,0.1272
Fanning Field,Salt Lake City Intl,Directed,1935,,,0.0261
Fanning Field,Pocatello Regional,Directed,1936,,,0.0064
Capital,Lambert-St Louis Intl,Directed,1937,,,0.011
Dallas/Fort Worth Intl,Jefferson County,Directed,1938,,,0.032
Great Falls Intl,Minneapolis-St Paul Intl/Wold-,Directed,1939,,,0.0958
Great Falls Intl,Salt Lake City Intl,Directed,1940,,,0.0641
Great Falls Intl,Missoula Intll,Directed,1941,,,0.0149
Great Falls Intl,Helena Regional,Directed,1942,,,0.009
Elmira/Corning Regional,Pittsburgh Intll,Directed,1943,,,0.0233
Tompkins County,Elmira/Corning Regional,Directed,1944,,,0.0038
Sioux Gateway,Chicago O'hare Intl,Directed,1945,,,0.0434
Joe Foss Field,Sioux Gateway,Directed,1946,,,0.0113
